canon,target_type,y_true,y_pred_chemprop,y_pred_lgb,y_pred_cat,y_pred_blend
*CC(C)CNC(=O)O*,tg,40.0,23.510284423828125,62.97825756253529,44.52408220206037,38.114838942442276
*CC(C)CO*,egb,7.3501,7.119057655334473,7.178805306321596,7.27249615336874,7.132917396569314
*CC(C)CO*,egc,5.976,6.076202869415283,6.32825135799598,6.091123648765805,6.136807067468582
*CC(C)CO*,tg,-55.0,-64.21322631835938,-61.95291614672525,-60.13257091423691,-62.4866642936105
*CC(C)COC(=O)c1ccc(C(=O)O*)cc1,tg,55.0,54.91035461425781,53.18653280790515,57.64850269892868,55.40358037982743
*CC(C)O*,egb,6.9903,7.2196807861328125,7.55148067813689,7.6343784432218,7.29664884377103
*CC(C)O*,egc,5.7517,5.97076940536499,6.125085128382848,6.270811810739128,6.086949106835117
*CC(C)O*,tg,-58.58,-54.9075927734375,-12.704602394526743,-16.885943928741483,-34.479522795674775
*CC(C)S*,tg,-45.29,-63.37333679199219,-29.676277090695063,-32.178872057105565,-46.80385641401264
*CC(CBr)(CBr)COC(=O)CCCCC(=O)O*,egc,6.0899,6.6986188888549805,6.304073526879136,6.440070831128273,6.539821489078562
*CC(CBr)O*,egc,6.2128,5.458941459655762,5.356014233800726,5.748441970737374,5.5145418364379415
*CC(CBr)O*,tg,-14.0,-12.689559936523438,-17.927808809361213,-40.63215988482904,-22.410071110364562
*CC(CC(*)(C#N)C#N)c1ccc(CCl)cc1,egc,5.4178,5.343588352203369,4.1907280172789765,4.457262418624258,4.844015104387637
*CC(CC(*)(C#N)C#N)c1ccc(CCl)cc1,tg,150.0,92.68986511230467,91.12193567283094,78.9815430833415,88.12679238453124
*CC(CC(C)(C)C)O*,egc,5.3855,5.351925849914551,5.804574451982427,5.885787545140662,5.598595350154235
*CC(CC(C)C)S(*)(=O)=O,tg,23.0,44.03084564208984,52.5507436579745,52.938631110358514,48.536011459445255
*CC(CC(CC(*)c1ccccn1)c1ccccn1)c1ccccn1,ei,6.2005,6.207024097442627,6.367029319213004,5.931012905791206,6.144108427046515
*CC(CC(CC(CC(*)c1ccccc1)c1ccccc1)c1ccccc1)c1ccccc1,egb,4.8255,4.586399078369141,4.160955685303471,4.312152557000871,4.487708414543141
*CC(CC(CC(CC(*)c1ccccc1)c1ccccc1)c1ccccc1)c1ccccc1,egc,5.2025,4.658200740814209,4.133111013648551,4.114148952023207,4.392508801495122
*CC(CC(CC(CC(*)c1ccccc1)c1ccccc1)c1ccccc1)c1ccccc1,nc,1.6244,1.7969087362289429,1.8359113992761693,1.881150147431679,1.815363106709755
*CC(CC(Cl)(Cl)Cl)O*,tg,-36.0,30.88462829589844,5.840782821794388,26.511990422885177,24.390035500836852
*CC(CC)(CC)C(=O)O*,tg,60.0,-3.744918823242187,29.15513048765994,23.210965844415668,11.349570462389586
*CC(CC)(CC)COC(=O)c1ccc(-c2ccc(-c3ccc(C(=O)O*)cc3)cc2)cc1,tg,-20.0,133.02305603027344,95.77413274405106,95.67784724408202,113.82138825388914
*CC(CC)(CCl)CO*,tg,20.0,2.136810302734375,-14.308459124904877,11.950913940757715,1.7967709364093776
*CC(CC)(CO*)COC(=O)C(=C)C,tg,72.5,37.23793029785156,24.882315615426272,24.74205147720292,30.835146921381067
*CC(CC)N(*)C(=O)CCCC,tg,50.67,19.80189514160156,20.9718638431197,22.893534682972216,20.998611287375574
*CC(CC)O*,egc,5.7746,6.085910797119141,5.847674387351444,5.711690346283324,5.930739816616766
*CC(CC)O*,tg,-72.01,-65.61878967285156,-37.194867728672406,-31.407555404710138,-49.1985932894987
*CC(CC)S(*)(=O)=O,tg,32.73,38.006858825683594,43.019214079023556,37.1485474832256,38.7703978532643
*CC(CC)S*,tg,-50.0,-37.919525146484375,-5.208023169330003,-37.4198529073569,-31.04892382428153
*CC(CCC)C(CCC)COC(=O)c1ccc(C(=O)O*)cc1,egb,4.4708,4.033789157867432,4.522191259589489,4.378295361276475,4.147084436201965
*CC(CCC)C(CCC)COC(=O)c1ccc(C(=O)O*)cc1,tg,19.67,6.6397705078125,28.08197519897338,27.10912177031652,17.375004219855413
*CC(CCCC)C(CCCC)COC(=O)c1ccc(C(=O)O*)cc1,tg,16.0,-1.612030029296875,10.3877860262728,2.9313500693127708,2.2573137888137738
*CC(CCCC)O*,egc,5.4348,5.717298984527588,5.920101883100762,6.069990185848216,5.858668144928968
*CC(CCCCCC)C(CCCCCC)COC(=O)c1ccc(C(=O)O*)cc1,tg,-15.5,-6.4578857421875,-9.03962218807774,-3.715687009263803,-6.1395455155197824
*CC(CCCCCC)O*,tg,-71.67,-67.28070068359375,-58.36888114041379,-63.47120675361495,-64.27240848154217
*CC(CCCCCCCC)COC(=O)NC(=O)c1cccc(C(=O)NC(=O)O*)c1,tg,65.0,98.41719818115234,98.00640789800148,100.86937118267832,99.09152626546346
*CC(CCCCCCCCCC)C(CCCCCCCCCC)COC(=O)c1ccc(C(=O)O*)cc1,tg,-38.0,-10.745010375976562,-6.61111304168763,-4.491221646670567,-7.961444863457905
*CC(CCCCCCCCCC)O*,tg,-41.0,-44.7608642578125,-64.51215696029745,-68.38516982708896,-56.1250344005406
*CC(CCCCCCCCCCCC)COC(=O)NC(=O)c1ccc(C(=O)NC(=O)O*)cc1,tg,75.0,93.87338256835938,100.73132894641502,93.28870363394292,95.10049853932364
*CC(CCCCCCCCCCCC)COC(=O)NC(=O)c1cccc(C(=O)NC(=O)O*)c1,tg,112.0,56.79695129394531,66.78917387735615,63.75510637231929,61.00121256202654
*CC(CCCCCCOc1ccc(N=Nc2ccc(C#N)cc2)cc1)COC(=O)CCCCCCCCCCCCC(=O)O*,tg,21.5,19.757591247558594,18.57416812341848,14.400559518072072,17.857232526863662
*CC(CCCCCCOc1ccc(N=Nc2ccc(C(F)(F)F)cc2)cc1)COC(=O)CCCCC(=O)O*,tg,44.0,43.86377716064453,26.288779688948505,35.537805560629224,37.67951070132554
*CC(CCCCCCOc1ccc(N=Nc2ccc(C)cc2)cc1)COC(=O)CCCCC(=O)O*,tg,29.0,19.97588348388672,16.1704675726551,24.703709270397752,20.657314529640445
*CC(CCCCCCOc1ccc(N=Nc2ccc(Cl)cc2)cc1)COC(=O)CCCCC(=O)O*,tg,9.0,43.16741180419922,25.425864438313425,24.550702740820796,33.76514257534855
*CC(CCCCCCOc1ccc(N=Nc2ccc(OC)cc2)cc1)COC(=O)CCCCC(=O)O*,tg,22.0,45.13628387451172,23.528908782027816,23.83251676022857,34.10898252911263
*CC(CCl)(CBr)COC(=O)CCCCC(=O)O*,egc,6.6998,6.686467170715332,6.300249068378747,6.388569444707749,6.51884192545896
*CC(CCl)(CCl)C(=O)O*,egc,6.551,6.576594352722168,6.543598306989956,6.304098665101485,6.495121164074498
*CC(CCl)(CCl)COC(=O)C(=O)O*,egc,5.906,5.501513481140137,5.522119237670299,5.5123919364892355,5.5090934953733965
*CC(CCl)(CCl)COC(=O)CCCCC(=O)O*,egc,6.8357,6.672640800476074,6.778551487104774,6.675196631898538,6.697097149979778
*CC(CCl)(CO*)COC(C)=O,egc,6.4853,5.774932861328125,6.4105596512315595,6.325003615931497,6.067060458391454
*CC(CCl)O*,egc,6.3441,6.3869547843933105,6.327209172818825,6.4417093733671145,6.388434050987994
*CC(CCl)O*,tg,-21.5,-43.435150146484375,-17.83033521285187,-4.886113358152187,-26.251690967064725
*CC(CN1C(=O)C2C3C=CC(C3)C2C1=O)O*,tg,87.5,81.64305114746094,88.37761543328996,83.46798063869512,83.59033420141422
*CC(CO)(CCl)COc1ccc(C(c2ccc(O*)cc2)(C(F)(F)F)C(F)(F)F)cc1,tg,107.0,124.7239990234375,94.93126107679512,91.74672954643584,108.40454177335285
*CC(CO*)(CS(=O)(=O)C(C)C)CS(=O)(=O)C(C)C,tg,91.0,102.50233459472656,86.8500236913035,73.24254687382489,90.23618950243494
*CC(CO*)(CS(=O)(=O)CC)CS(=O)(=O)CC,egc,5.0473,5.088878631591797,4.801444060182884,4.966460770438478,4.991115296688747
*CC(CO*)(CS(=O)(=O)CCC)CS(=O)(=O)CCC,egc,4.6292,5.45945930480957,5.3237890839167745,5.312162572164796,5.388982470562572
*CC(CO*)(CS(=O)(=O)CCC)CS(=O)(=O)CCC,tg,71.0,77.72698974609375,65.63173560048394,65.49720140927968,71.45998570693898
*CC(CO*)(CS(=O)(=O)CCCC)CS(=O)(=O)CCCC,egc,5.4465,5.072531700134277,4.863912191544675,5.065857618491828,5.023912656283874
*CC(CO*)(CS(=O)(=O)CCCCC)CS(=O)(=O)CCCCC,egc,5.21,5.00728178024292,5.256992535854411,5.471377486407588,5.18945717194138
*CC(CO*)(CS(=O)(=O)CCCCC)CS(=O)(=O)CCCCC,tg,56.0,77.83644104003906,48.38575955996213,43.1339435572998,61.053450422930126
*CC(CO*)(CS(C)(=O)=O)CS(C)(=O)=O,egc,5.8874,5.0768842697143555,5.160233040772955,5.14407301066255,5.113847388962525
*CC(CO*)(CS(C)(=O)=O)CS(C)(=O)=O,tg,102.0,121.69693756103516,77.33855446859941,68.00802301239275,95.9791131519232
*CC(CO*)(CSC(C)C)CSC(C)C,egc,4.6686,4.5788068771362305,4.401085485493621,4.671910084404272,4.564241661060552
*CC(CO*)(CSC)CSC,egc,4.984,3.595151424407959,4.894942080889894,5.010077026292388,4.271374337573107
*CC(CO*)(CSC)CSC,tg,-6.0,-47.032989501953125,-24.41545680615451,-27.45726853923827,-36.33292534195538
*CC(CO*)(CSCC)CSCC,egc,4.7171,4.039886474609375,4.865015616804759,4.844793035846388,4.443799924914794
*CC(CO*)(CSCC)CSCC,tg,-32.0,-51.59944152832031,-21.22175879143066,-26.25130562834181,-37.5202348856493
*CC(CO*)(CSCCCCC)CSCCCCC,tg,-33.0,-29.365280151367188,-36.220974054299425,-41.633609002372026,-34.568472149569885
*CC(CO*)C(C)(C)C,egc,5.7599,5.875871181488037,5.6890572951773475,5.751845476614477,5.80024557753889
*CC(CO*)C(C)(C)C,tg,-4.0,55.23534393310547,-26.45542055453471,-12.703352832179007,17.44411465633408
*CC(COC(=O)CCCCCCCCCCN1C(=O)C2C3C=CC(C3)C2C1=O)O*,tg,-31.0,27.26018524169922,8.678235704875943,6.8098456769707525,17.11807345691545
*CC(COC(=O)CCCCCN1C(=O)C2C3C=CC(C3)C2C1=O)O*,tg,1.0,41.048431396484375,-0.2536745553821547,-0.7035670161702967,19.651205014913238
*CC(COC(=O)O*)OCCCCCCOc1ccc(C=Cc2ccc([N+](=O)[O-])cc2)cc1,tg,32.0,33.336204528808594,32.42724795056671,36.46358523085232,34.1171536133171
*CC(COC(=O)O*)OCCCCOc1ccc(C=Cc2ccc([N+](=O)[O-])cc2)cc1,tg,42.0,38.840293884277344,39.339333798348946,42.36085897057613,40.03196489388857
*CC(COC(C)(C)C)O*,tg,-24.0,-18.8919677734375,-22.063872731181128,-29.522492451601465,-22.832126382522667
*CC(COC(C)C)O*,tg,-67.0,-58.56367492675781,-56.019179563164705,-40.72580242812987,-52.522478710311326
*CC(COC(C)OCC)O*,tg,-67.0,-52.26527404785156,-55.10084966488641,-47.78915981351034,-51.46260074258971
*CC(COC(F)(C(F)(F)F)C(F)(F)F)O*,tg,-43.0,-59.586669921875,-18.55375502421578,-19.86731966803825,-38.87358378699895
*CC(COCC)O*,egc,5.5518,5.437859535217285,6.022839799114818,5.874920840613182,5.687905851629435
*CC(COCC)O*,tg,-61.0,-53.004180908203125,-69.98821848666601,-55.00289858142281,-57.109554478216324
*CC(COCC=C)O*,egc,5.2711,5.518293857574463,5.392222203701276,5.665320384430283,5.529974081554663
*CC(COCC=C)O*,tg,-74.0,-63.958892822265625,-56.44930002936261,-68.42888406657602,-63.80004767435917
*CC(COCC=C)S*,tg,-59.0,-54.084564208984375,-76.38241719207254,-58.42210897876981,-60.004519024831254
*CC(COCCCC)O*,tg,-79.0,-68.31840515136719,-78.5666567818808,-87.34021483538305,-76.30755562674695
*CC(COCCCCCC)O*,egc,5.6762,5.5550217628479,5.729982060380352,5.7659825982968975,5.651618842599169
*CC(COCCCCCC)O*,tg,-85.5,-53.49629211425781,-78.35372135143596,-77.88233385241398,-66.1444752961408
*CC(COCOCC(C)([N+](=O)[O-])[N+](=O)[O-])O*,tg,-17.5,-57.84022521972656,22.716151466473853,12.810086455781317,-19.442962265688838
*CC(COc1c(Cl)cc(C(C)(C)c2cc(Cl)c(O*)c(Cl)c2)cc1Cl)OC(C)=O,tg,100.0,129.0128936767578,118.03442512261068,130.6948818985441,127.27928381408475
*CC(COc1c(Cl)cc(Cl)cc1Cl)O*,egc,4.5851,4.650850296020508,4.476591778949687,4.494969036029999,4.569382510807093
*CC(COc1ccc(-c2ccc(C#N)cc2)cc1)O*,egc,4.4378,3.9659245014190674,4.0975949681324435,4.078854031632627,4.026162204364005
*CC(COc1ccc(-c2ccc(C#N)cc2)cc1)O*,tg,94.15,67.24059295654297,93.75814840654029,85.10968906349002,78.21336659254024
*CC(COc1ccc(C(C)(C)c2ccc(O*)cc2)cc1)OC(=O)C=Cc1ccccc1,tg,100.6,94.52464294433594,98.62950134937046,106.11017419076596,98.95181204905734
*CC(COc1ccc(C(C)(C)c2ccc(O*)cc2)cc1)OC(=O)C=Cc1ccco1,tg,107.2,90.43515014648438,62.59485905689049,56.60882724658295,74.25386533942486
*CC(COc1ccc(C(C)(C)c2ccc(O*)cc2)cc1)OC(=O)CC,tg,60.0,56.43080139160156,60.003490455759426,63.119617218060895,59.233736259206964
*CC(COc1ccc(C(C)(C)c2ccc(O*)cc2)cc1)OC(=O)c1ccccc1Cl,tg,66.0,80.53954315185547,99.78675647226862,96.080952545638,89.29948703857546
*CC(COc1ccc(C(C)(C)c2ccc(O*)cc2)cc1)OC(C)=O,tg,60.0,79.42707061767578,81.20973650374134,73.18217544256504,77.86098829079177
*CC(COc1ccc(C(C)(c2ccccc2)c2ccc(O*)cc2)cc1)OC(=O)c1ccccc1,tg,126.0,97.48796081542967,115.14830781346286,108.37368354552224,104.4817011439611
*CC(COc1ccc(C2CCCC(CC)(c3ccc(O*)cc3)C2)cc1)OC(C)=O,tg,107.0,111.5962905883789,95.0293177521332,100.81076338846324,104.85803036534809
*CC(COc1ccc(Cl)cc1)O*,egc,4.8901,4.086881160736084,4.59845802564864,4.63439781208598,4.350483244788985
*CC(COc1ccc(O*)cc1)OC(C)=O,tg,54.5,60.87592315673828,39.872752437077715,48.70620333545018,52.79861602501779
*CC(COc1ccc(S(=O)(=O)c2ccc(O*)cc2)cc1)OC(C)=O,tg,130.0,120.23089599609376,80.11091803704171,99.99002225170332,105.731609885628
*CC(COc1cccc(C)c1)O*,egc,5.1113,5.050602912902832,5.037116690645478,4.761519792886858,4.968998024604102
*CC(CS(=O)(=O)CC)O*,tg,57.0,45.23833465576172,59.40496265498509,48.100681561106725,49.03245953521987
*CC(CS(=O)(=O)CCC)O*,egc,6.0251,5.786656379699707,5.1944409906723195,5.2412592742032755,5.505538759263264
*CC(CS(=O)(=O)CCC)O*,tg,43.0,42.162994384765625,26.73844991160573,34.21973648011813,36.53864437047082
*CC(CS(=O)(=O)CCCCC)O*,tg,38.5,10.944183349609377,27.069163843626544,22.268636198849876,17.758433931031156
*CC(CS(C)(=O)=O)O*,egc,5.2613,6.1304779052734375,6.098501638522576,5.676132553208239,5.9998027499241795
*CC(CS(C)(=O)=O)O*,tg,59.4,73.02310180664062,39.16267511768609,43.43167036358878,56.916036281548486
*CC(CSC(C)C)O*,egc,4.8245,5.3201375007629395,4.872540366028025,4.946589607427894,5.118178159580595
*CC(CSC(C)C)O*,tg,-44.0,-40.65043640136719,-58.589999548032154,-47.01047855695453,-46.301321252614116
*CC(CSCC)O*,tg,-57.0,-71.24070739746094,-56.39369209258292,-49.064802006852005,-61.33155063917597
*CC(CSCCCC)O*,tg,-65.0,-76.22526550292969,-64.5424565299273,-63.30884370816764,-69.83050606275401
*CC(CSCCCCC)O*,tg,-68.0,-56.59352111816406,-64.3852273947398,-72.59008690415007,-63.142349820451386
*CC(C[N-][N+]#N)O*,egc,5.5722,4.772488594055176,5.771923970182623,4.7954683135931475,5.002963558268185
*CC(C[N-][N+]#N)O*,tg,-44.57,2.6992950439453125,-1.170563347121641,5.193732666468094,2.676516730647606
*CC(C[Si](*)(C)C)c1ccccc1,tg,5.67,-16.0870361328125,76.27672665608667,60.38089699997667,26.534294999569344
*CC(Cc1ccc(-c2ccccc2)cc1)C[Si](*)(C)C,tg,28.0,39.80120086669922,67.88712117150347,69.24684808940997,54.677596912061475
*CC(Cl)(C#N)C1C=CC(*)CC1,egc,5.4881,5.857972621917725,5.598496117671812,5.447098531607176,5.688073045205784
*CC(F)(F)C(F)(F)C(F)(F)C(F)(F)COC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)O*,egc,6.3052,6.568118095397949,6.912786403976755,6.770932629836825,6.7005757127656125
*CC(F)(F)C(F)(F)C(F)(F)C(F)(F)COC(=O)CCCC(=O)O*,egc,7.0209,6.8448591232299805,6.791937464648397,6.716875353194845,6.79819705317216
*CC(F)(F)C(F)(F)C(F)(F)C(F)(F)COC(=O)NCCCCCCNC(=O)O*,egc,6.4368,6.652376651763916,6.462248922662523,6.60908559111053,6.597953031134355
*CC(F)(F)C(F)(F)C(F)(F)C(F)(F)COC(=O)NCCCCCCNC(=O)O*,tg,-2.0,37.082969665527344,40.73008872138314,24.329805521001543,33.88611266734368
*CC(F)(F)C(F)(F)C(F)(F)C(F)(F)COC(=O)O*,egc,7.7624,7.453192710876465,6.971239441224271,7.2476727520563635,7.28919909831137
*CC(F)(F)C(F)(F)C(F)(F)COC(=O)CC(CC(=O)O*)C(F)(F)C(F)(F)C(F)(F)F,egc,6.6602,7.006174564361572,7.096399438255827,7.001682505441142,7.02519594708807
*CC(F)(F)C(F)(F)C(F)(F)COC(=O)CCCC(=O)O*,egc,6.894,6.878346920013428,6.561376357488835,6.639411212914348,6.742284903876477
*CC(F)(F)C(F)(F)C(F)(F)COC(=O)CCCCC(=O)O*,egc,6.6433,7.003203392028809,6.844015144344782,6.969851261869846,6.958422827379899
*CC(F)(F)C(F)(F)C(F)(F)COC(=O)CCCCC(=O)O*,tg,-60.5,-28.243942260742188,-13.989395813358732,-26.374402218583526,-24.738927189762734
*CC(F)(F)C(F)(F)C(F)(F)COC(=O)CSCSCC(=O)O*,egc,5.1865,5.1267313957214355,5.7896753350221575,5.698006724694668,5.430751610665717
*CC(F)(F)C(F)(F)C(F)(F)COC(=O)NCC(F)(F)C(F)(F)C(F)(F)C(F)(F)CNC(=O)O*,egc,6.897,6.92465353012085,6.733163542310091,6.921425905642935,6.880814407354198
*CC(F)(F)C(F)(F)C(F)(F)COC(=O)NCCCCCCNC(=O)O*,egc,6.3766,6.474769115447998,6.372074046094019,6.474847497176405,6.451750243921258
*CC(F)(F)C(F)(F)C(F)(F)COC(=O)c1ccc(OCCCCC)c(C(=O)O*)c1,tg,9.0,24.286178588867188,21.30287981381622,21.426582902116735,22.78895809762608
*CC(F)(F)C(F)(F)C(F)(F)COC(=O)c1cccc(-c2cccc(C(=O)O*)c2)c1,tg,45.0,26.517776489257812,60.41115947296035,35.57899841381489,36.27985236750562
*CC(F)(F)C(F)(F)C(F)(F)COC(=O)c1cccc(C(=O)O*)c1OCCCCC,tg,17.0,17.611572265625,18.198283055805796,3.792688069591378,13.456663102552252
*CC(F)(F)C(F)(F)COC(=O)NCC(F)(F)C(F)(F)C(F)(F)C(F)(F)CNC(=O)O*,egc,7.202,6.902194023132324,6.795096356467777,6.784092462046705,6.846063484411255
*CC(F)(F)C(F)(F)COC(=O)NCC(F)(F)C(F)(F)C(F)(F)C(F)(F)CNC(=O)O*,tg,38.0,28.504859924316406,20.115726293208116,38.33964870362932,29.825228280972247
*CC(F)(F)C(F)=C(*)Cl,egc,4.8591,5.529548645019531,4.924201628807475,4.690821719351932,5.16575134455258
*CC(F)(F)C(F)=C(*)Cl,tg,-17.0,12.45697021484375,43.59859021077848,50.52514511245431,30.628420905911064
*CC(F)(F)C1(F)C(*)CC(O)(C(F)(F)F)C1(F)F,tg,152.0,135.4029083251953,115.23672881613446,118.48283365908958,126.02775167190308
*CC(F)(F)C1(F)CC(C(O)(C(F)(F)F)C(F)(F)F)CC1*,tg,118.0,166.81439208984375,148.6018357503254,123.5632504072506,149.69387545901822
*CC(F)(F)C1(F)CC(CC(O)(C(F)(F)F)C(F)(F)F)CC1*,egc,7.7065,6.761783599853516,6.922443444732943,5.967161745963679,6.581832689807796
*CC(O)C(O)CN(*)c1ccc(N(C)C)cc1,egc,3.7705,3.672689914703369,3.752166557188201,4.185898853054257,3.8300224526907654
*CC(O)C(O)COC(=O)O*,egc,6.9702,6.9387688636779785,6.853391167299225,6.891583037768253,6.906787778962014
*CC(O)C(O)COC(=O)O*,tg,51.38,78.49101257324219,34.68502826924969,40.79779364084774,57.835442918043555
*CC(O)CN(*)c1cc(C)c(N=Nc2ccc(C#N)cc2)c(C)c1,tg,150.0,137.75608825683594,149.18613710489907,157.25071263187138,146.13415609435938
*CC(O)CN(*)c1cc(C)c(N=Nc2ccc(Cl)cc2)c(C)c1,egc,2.6365,2.7192506790161133,3.0959954966332925,2.866738623108066,2.84386583889913
*CC(O)CN(*)c1cc(C)c(N=Nc2ccc(Cl)cc2)c(C)c1,tg,150.0,128.02783203125,146.98619010563854,153.44934131748414,139.78523385451018
*CC(O)CN(*)c1cc(C)c(N=Nc2ccc([N+](=O)[O-])cc2)c(C)c1,tg,152.0,133.42259216308594,142.67911871442476,143.2831849101043,138.37378051135164
*CC(O)CN(*)c1cc(C)c(N=Nc2ccc([N+](=O)[O-])cc2C)c(C)c1,tg,149.0,169.3929901123047,150.55811269313057,149.2337770797127,159.2890200401331
*CC(O)CN(*)c1cc(C)cc(C)c1,egc,4.5575,4.810576915740967,4.218321046496088,4.094259431757669,4.482990275459086
*CC(O)CN(*)c1cc(C)cc(C)c1,tg,80.0,86.92645263671875,104.4356401416255,103.66481614841618,95.69988248412926
*CC(O)CN(*)c1ccc(N=Nc2ccc(C#N)cc2)cc1,egc,2.0164,2.460599660873413,3.0231416369290995,3.00202171661815,2.733979389071499
*CC(O)CN(*)c1ccc(N=Nc2ccc(Cl)cc2)cc1,egc,2.6263,2.231226921081543,2.503302076496008,2.7601999631429477,2.4360549774949556
*CC(O)CN(*)c1ccc(N=Nc2ccc(Cl)cc2)cc1,tg,160.0,137.70880126953125,109.98753465256256,116.8049541523092,125.54998431589891
*CC(O)CN(*)c1ccc(N=Nc2ccc([N+](=O)[O-])cc2C)cc1,tg,156.0,136.32566833496094,135.38769813392142,122.41688647746147,131.82991332636678
*CC(O)CN(C)S(=O)(=O)c1ccc(-c2ccc(S(=O)(=O)N(C)CC(O)COc3ccc(C(C)(C)c4ccc(O*)cc4)cc3)cc2)cc1,tg,101.0,77.0015640258789,102.10048808260096,117.77685232895928,94.76992924699772
*CC(O)CN(C)S(=O)(=O)c1ccc(-c2ccc(S(=O)(=O)N(C)CC(O)COc3ccc(O*)cc3)cc2)cc1,tg,84.0,71.69791412353516,84.90312798212209,107.67532864462352,85.53998341741652
*CC(O)CN(C)S(=O)(=O)c1cccc(S(=O)(=O)N(C)CC(O)COc2ccc(-c3ccc(O*)cc3)cc2)c1,tg,58.0,89.0109634399414,90.80853697844763,95.42820796614626,91.36542841138406
*CC(O)CN(C)S(=O)(=O)c1cccc(S(=O)(=O)N(C)CC(O)COc2ccc(C(C)(C)c3ccc(O*)cc3)cc2)c1,tg,76.0,82.24364471435547,90.3893088471262,84.92672894652347,84.74614208402483
*CC(O)CN(C)S(=O)(=O)c1cccc(S(=O)(=O)N(C)CC(O)COc2ccc(Sc3ccc(O*)cc3)cc2)c1,tg,90.0,74.48995208740234,76.33492049636024,63.84469415475009,71.57525122836597
*CC(O)CN(CC(O)COc1ccc(C(C)(C)c2ccc(O*)cc2)cc1)c1ccc(C#N)cc1,tg,100.0,109.53871154785156,85.35574011117816,86.8021428855402,97.53932512770758
*CC(O)CN(CCO)S(=O)(=O)c1ccc(-c2ccc(S(=O)(=O)N(CCO)CC(O)COc3ccc(C(C)(C)c4ccc(O*)cc4)cc3)cc2)cc1,tg,76.0,85.2637939453125,94.65623881178064,119.5761595308922,97.80791976840959
*CC(O)CO*,egc,6.5192,5.940589904785156,6.283979152713114,6.244615993513404,6.100272096415467
*CC(O)CO*,tg,17.0,2.0377349853515625,7.881816044682894,6.354200101650775,4.573038437073187
*CC(O)COC(=O)C1CCC(C(=O)OCC(O)COc2ccc(C(C)(C)c3ccc(O*)cc3)cc2)CC1,tg,70.0,73.54701232910156,63.69947138789457,68.17943306472242,69.86455731777892
*CC(O)COC(=O)CCCCC(=O)O*,tg,-20.0,-25.932876586914062,-19.799163797262786,-17.9957397300127,-22.21792421204135
*CC(O)COC(=O)CCCCC(=O)OCC(O)COc1ccc(C(=O)Oc2ccc(O*)cc2)cc1,tg,37.0,44.33820343017578,36.80346846013513,40.89406490966286,41.725676725916884
*CC(O)COC(=O)CCCCC(=O)OCC(O)COc1ccc(C(C)(C)c2ccc(O*)cc2)cc1,tg,37.33,35.61268615722656,38.06524684742608,35.938123569821926,36.21690796687024
*CC(O)COC(=O)CCCCC(=O)OCC(O)COc1ccc(O*)cc1,tg,19.0,17.235939025878906,20.011257326753576,22.892657414046596,19.555849102886643
*CC(O)COC(=O)CCCCCCCCC(=O)OCC(O)COc1ccc(C(C)(C)c2ccc(O*)cc2)cc1,tg,30.0,28.40736389160156,25.51750778348501,25.583035563216825,26.940239367649802
*CC(O)COC(=O)CCCCCCCCC(=O)OCC(O)COc1ccc(C=C(C)c2ccc(O*)cc2)cc1,tg,30.0,42.665496826171875,29.25586385555147,27.58265375421955,35.245942507061926
*CC(O)COC(=O)CCCCCCCCCCC(=O)OCC(O)COc1ccc(C(C)(C)c2ccc(O*)cc2)cc1,tg,25.0,26.642807006835938,22.09932901040007,25.603251989255767,25.388360372100983
*CC(O)COC(=O)CCCCCCCCCCC(=O)OCC(O)COc1ccc(O*)cc1,tg,10.0,15.919677734375,14.383508541641197,15.665521264468495,15.52565389440824
*CC(O)COC(=O)c1cccc(C(=O)OCC(O)COc2ccc(C(C)(C)c3ccc(O*)cc3)cc2)c1,tg,97.0,83.83582305908203,81.8434671495716,63.398617697364585,77.10379002967747
*CC(O)COc1c(C)cc(C(C)(C)c2cc(C)c(O*)c(C)c2)cc1C,tg,130.0,114.24091339111328,122.30609674491797,132.3541772048832,121.5007661434527
*CC(O)COc1c(C)cc(C(C)(C)c2cc(C)c(OCC(O)COc3c(C)cc(S(=O)(=O)c4cc(C)c(O*)c(C)c4)cc3C)c(C)c2)cc1C,tg,145.0,138.20208740234375,118.52772968602864,131.168624404559,131.98668441025802
*CC(O)COc1c(C)cc(S(=O)(=O)c2cc(C)c(O*)c(C)c2)cc1C,tg,152.5,172.3421630859375,126.01700287706672,144.40747400722032,154.1885314122107
*CC(O)COc1c(Cl)cc(C(C)(C)c2cc(Cl)c(O*)c(Cl)c2)cc1Cl,tg,145.0,132.37136840820312,115.93074681903812,129.62239613053947,128.14544561972596
*CC(O)COc1c(Cl)cc(C(C)(C)c2cc(Cl)c(OCC(O)COc3ccc(C(C)(C)c4ccc(O*)cc4)cc3)c(Cl)c2)cc1Cl,tg,100.0,125.87689208984376,114.72020607670092,114.068339033906,119.93291002642306
*CC(O)COc1ccc(C(=O)c2ccc(OCC(O)COc3ccc(C(C)(C)c4ccc(O*)cc4)cc3)cc2)cc1,tg,120.0,110.564697265625,103.52400482724757,98.28468381727797,105.31990810512407
*CC(O)COc1ccc(C(C)(C)C2CCC(C)(c3ccc(O*)cc3)CC2)cc1,tg,135.0,128.7407684326172,115.38942868029248,115.45674886523187,121.88971281762882
