canon,target_type,y_true,y_pred_chemprop,y_pred_lgb_mono,y_pred_lgb_ext,y_pred_blend
*CC(=O)Nc1ccc(Oc2cccc(NC(=O)CN3C(=O)c4ccc(C(=O)c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)c2)cc1,tg,226.0,220.8300323486328,210.10024840717335,213.25848112904131,216.28205494211073
*CC(=O)Nc1ccc(Oc2cccc(Oc3ccc(NC(=O)CN4C(=O)c5ccc(C(c6ccc7c(c6)C(=O)N(*)C7=O)(C(F)(F)F)C(F)(F)F)cc5C4=O)cc3)c2)cc1,tg,221.0,225.6678009033203,225.90724047176377,231.23981964652572,227.1935452715407
*CC(=O)Nc1ccc(S(=O)(=O)c2ccc(NC(=O)c3ccc4c(c3)C(=O)N(*)C4=O)cc2)cc1,tg,232.0,242.6652069091797,215.1250498891332,228.62795565742496,232.4144738327044
*CC(=O)Nc1cccc2c(NC(=O)COc3ccc4ccccc4c3Sc3c(O*)ccc4ccccc34)cccc12,tg,264.0,256.3988037109375,248.5758316396531,252.6000407957842,253.53673140479773
*CC(=O)O*,eea,1.2063,1.462793469429016,1.020224400336556,1.086013749187439,1.3494240053974955
*CC(=O)O*,ei,8.2018,7.44268274307251,7.487803620496178,7.359537402837918,7.389311007610436
*CC(=O)O*,eps,3.99,3.766125917434693,3.632165208870748,3.646442137192187,3.6853278151520326
*CC(=O)O*,nc,1.6701,1.698560118675232,1.7582597705972571,1.7644880335970647,1.7259650477779545
*CC(=O)O*,tg,55.86,28.852067947387695,45.42843691527402,19.321410259462372,30.28249956199179
*CC(=O)OC(*)=O,egc,6.3725,5.301182270050049,5.546729252901934,5.615592662088745,5.442180717462628
*CC(=O)OC(*)=O,ei,8.5901,7.1486124992370605,6.877692102775517,6.954179048053783,7.022057911028469
*CC(=O)OC(*)=O,eps,3.95,3.9016425609588623,3.692940120304641,3.7077645448385033,3.774236222836725
*CC(=O)OC(*)=S,egb,3.73,3.224191904067993,3.396465271175098,3.502269413171299,3.293246822027596
*CC(=O)OC(*)=S,eps,3.78,4.306291103363037,4.553322603728966,4.688420879000729,4.488536742722799
*CC(=O)OC(=O)c1ccc(O*)cc1Br,egc,4.4665,4.737278938293457,4.638971152459773,4.420870317242495,4.607299791861999
*CC(=O)OC(=O)c1cccc(O*)c1,egc,4.4815,4.843135356903076,4.801552692827057,4.715612990249094,4.7905926993994745
*CC(=O)OCCCCCCOC(=O)Cn1c(=O)c2cc3c(=O)n(*)c(=O)c3cc2c1=O,egc,3.6832,3.669230699539185,3.5597974740840135,3.468345628794433,3.5829429842406757
*CC(=O)Oc1ccc(*)s1,eea,1.4534,1.558266043663025,1.4100775115401791,1.600783465532701,1.5609049015028662
*CC(=O)Oc1ccc(*)s1,egb,4.2025,3.962961196899414,3.9101314225390382,4.025048962038171,3.959341215765553
*CC(=O)Oc1ccc(*)s1,egc,4.6247,4.378117561340332,4.647762587582349,4.657216071144035,4.507418303348702
*CC(=O)Oc1ccc(*)s1,eps,3.92,3.809451341629028,4.0563900953708245,4.078224362784493,3.968309825332334
*CC(=O)Oc1ccc(*)s1,nc,1.8447,1.8405340909957888,1.8277593241250432,1.8141788533875247,1.8346698762286096
*CC(=O)c1ccc(-c2ccc(*)cc2)cc1,egb,3.0649,3.0665624141693115,3.046573279983641,3.147799322394762,3.072072313079583
*CC(=O)c1ccc(-c2ccc(*)cc2)cc1,ei,6.2808,6.221019744873047,6.071107258323051,6.048453537163372,6.1091182500003836
*CC(=O)c1ccc(-c2ccc(*)cc2)cc1,eps,3.96,3.92010760307312,4.0466147636805365,4.111094177387011,4.012468075077122
*CC(=O)c1ccc(-c2ccc(*)cc2)s1,egb,2.5123,2.458819627761841,2.6138019376557575,2.548158876646623,2.501782877513007
*CC(=O)c1ccc(-c2ccc(*)cc2)s1,egc,3.4067,3.364384412765503,3.049381030367272,3.1764242668480636,3.266623218586476
*CC(=O)c1ccc(-c2ccc(*)cc2)s1,eps,4.58,4.642056465148926,4.706567899150807,4.6755403742933215,4.675991725596252
*CC(=O)c1ccc(-c2ccc(*)cc2)s1,nc,2.0173,2.0651776790618896,2.0119105442006013,2.010116114780751,2.040725575785217
*CC(=O)c1ccc(-c2ccc(*)s2)cc1,eea,2.4129,2.6100800037384033,2.238403931613818,2.3751219046782484,2.53447907428348
*CC(=O)c1ccc(-c2ccc(*)s2)cc1,egc,3.5141,3.1317107677459717,3.4101088842019824,3.5079299227293728,3.2991927854508343
*CC(=O)c1ccc(-c2ccc(*)s2)cc1,ei,5.9294,5.934362888336182,5.945014821639278,6.04009601332666,6.002549471765372
*CC(=O)c1ccc(-c2ccc(*)s2)cc1,nc,2.0511,1.9838889837265017,2.007948114121144,1.9929231340330784,1.9949332485004319
*CC(=O)c1ccc(-c2ccc(*)s2)s1,egb,2.3893,2.435377836227417,2.3621158038471006,2.390803339589093,2.4147894740778693
*CC(=O)c1ccc(-c2ccc(*)s2)s1,egc,2.8653,2.674243211746216,2.747207882628385,2.693153961547584,2.687383941638633
*CC(=O)c1ccc(-c2ccc(*)s2)s1,eps,4.89,4.997141361236572,4.733576037403303,4.490688779782628,4.782358960851221
*CC(=O)c1ccc(C(*)=O)cc1,egb,2.9172,3.0487658977508545,3.771180801212141,3.407984958786625,3.242212813312802
*CC(=O)c1ccc(C(*)=O)cc1,egc,4.4703,4.104858875274658,4.29459405864196,4.184754060035852,4.150885052545496
*CC(=O)c1ccc(C(*)=O)cc1,eps,4.2,4.331456661224365,4.177054169308006,4.077592658488343,4.2144535152131475
*CC(=O)c1ccc(C(*)=O)s1,eea,3.1941,3.052177667617798,2.6273258213525463,2.7058057936160336,2.947035124432808
*CC(=O)c1ccc(C(*)=O)s1,egb,2.9786,2.887192726135254,3.2377806610976703,3.061023343022523,2.981013133129149
*CC(=O)c1ccc(C(*)=O)s1,egc,4.0034,4.013784885406494,3.540301703047998,3.3572688472986516,3.7225101803278697
*CC(=O)c1ccc(C(*)=O)s1,ei,7.202,6.920990467071533,6.720013638040225,6.574405325649888,6.69670979169198
*CC(=O)c1ccc(C(*)=O)s1,eps,4.49,4.492143630981445,4.469607540761937,4.4779261567466,4.479769736158126
*CC(=O)c1ccc(C(*)=O)s1,nc,1.9246,1.921121597290039,1.94129474648876,1.9787571488305409,1.930382015161347
*CC(=O)c1ccc(C(*)=S)cc1,eea,3.7473,3.044041872024536,3.4816094709142704,3.295547955728007,3.12700272466427
*CC(=O)c1ccc(C(*)=S)cc1,egb,2.4669,2.419407367706299,2.244213584606536,2.3215731891710134,2.3712172074757354
*CC(=O)c1ccc(C(*)=S)cc1,egc,2.7253,2.9534270763397217,2.6950930343709367,2.8832421212238244,2.905655047305102
*CC(=O)c1ccc(C(*)=S)cc1,ei,6.4748,6.135168552398682,6.536068847330604,6.418090833972433,6.319350532631454
*CC(=O)c1ccc(C(*)=S)s1,egb,2.3542,1.8731247186660769,2.116610659991099,2.101670906102626,1.9511290611554428
*CC(=O)c1ccc(C(*)=S)s1,eps,4.78,5.035233020782471,4.978971306368346,4.893708923442279,4.982502224745142
*CC(=O)c1ccc(O*)cc1,eea,2.3793,2.1021409034729004,2.104769746098645,1.7897553023277948,2.027087112046091
*CC(=O)c1ccc(O*)cc1,egb,3.8893,3.673625230789185,3.55438333837818,3.615551454008432,3.6418400839400724
*CC(=O)c1ccc(O*)cc1,ei,6.5457,6.672750949859619,6.714730269044214,6.877163959842107,6.804674724626182
*CC(=O)c1ccc(O*)s1,eea,2.4711,2.3911170959472656,2.2499195010353517,2.425715600933402,2.3922082269829117
*CC(=S)C(=O)C(*)=S,egb,0.725,0.8885145783424377,1.4607460455348944,1.3071946987579657,1.0577267121152525
*CC(=S)C(=O)C(*)=S,egc,1.5344,1.5652567148208618,3.220132979279875,2.893284344543249,2.2102803224177396
*CC(=S)C(=O)O*,eea,3.8755,3.4749481678009033,3.686382827241909,3.805378675326363,3.5653160490170412
*CC(=S)C(=O)O*,egb,2.0697,1.9820111989974976,2.0660485071817636,2.0966712792718516,2.0131964412800665
*CC(=S)C(=O)O*,eps,4.54,5.352259159088135,4.773036442750126,4.783933400063702,4.992431908159283
*CC(=S)C(=O)O*,nc,1.92,2.0238988399505615,1.9693204077424968,1.961840539277422,1.998844789934435
*CC(=S)CC(*)=S,egc,2.5423,2.0525271892547607,2.909572335800694,2.886273556364231,2.4429122405723613
*CC(=S)CC(*)=S,nc,1.9346,1.972882866859436,1.9723511071950524,1.965963917644424,1.9726387643323195
*CC(=S)CO*,egb,2.5314,3.35819935798645,3.702111658377188,3.49375733517874,3.4460679330833837
*CC(=S)CO*,egc,3.0342,3.743591070175171,3.877575047103308,3.9987941818200534,3.8528069022119587
*CC(=S)CO*,ei,5.5936,5.9778265953063965,6.145348033205049,6.190785478258903,6.115839856785534
*CC(=S)CO*,eps,4.16,4.310154438018799,4.250964100006744,4.208406342046336,4.264388905450267
*CC(=S)CO*,nc,1.8843,1.856313109397888,1.8292380864631967,1.8040524228974293,1.8438844090605908
*CC(=S)NC(*)=S,egc,2.5403,2.3994078636169434,2.7437842994542443,2.6289650116873045,2.5155740840042045
*CC(=S)NC(*)=S,eps,5.73,5.397195339202881,4.895218586499588,5.027230289338767,5.110600695787083
*CC(=S)NC(*)=S,nc,2.0504,2.0921671390533447,2.1106373809103696,2.0871238280313253,2.1006458429034613
*CC(=S)NO*,eea,2.2076,2.6481895446777344,2.612722573855134,2.495278588011423,2.609567500068811
*CC(=S)NO*,egb,3.2554,2.5893473625183105,3.264637311623006,3.2702546875411067,2.8112921666365005
*CC(=S)NO*,egc,3.435,3.2577123641967773,3.604527755495981,3.5419657346150646,3.395182004812382
*CC(=S)NO*,ei,5.6761,5.7554612159729,5.655768136504958,5.88594242974204,5.839084296748123
*CC(=S)NO*,eps,5.15,4.6680450439453125,4.4776526927913745,4.563439617467921,4.566700596504514
*CC(=S)NO*,nc,1.9431,1.9631037712097168,1.9421486483504224,1.9583157295974536,1.9534843908982893
*CC(=S)OC(*)=S,egb,2.7744,2.582380533218384,2.6445663156732864,2.987785024179862,2.6436475352980526
*CC(=S)OC(*)=S,egc,3.3702,3.0416393280029297,2.97455606040804,3.0382968708350977,3.034977606664745
*CC(=S)OC(*)=S,nc,1.9523,1.9657063484191897,2.0149835105975384,1.9800194314823576,1.988326867842734
*CC(=S)c1ccc(C(*)=S)cc1,eea,2.9742,3.839279890060425,3.322786625660879,3.4008807329788073,3.7072905155962967
*CC(=S)c1ccc(C(*)=S)s1,egb,1.6797,1.463943600654602,1.67491172232662,1.6024907704907478,1.5244444931621668
*CC(=S)c1ccc(C(*)=S)s1,ei,4.932,6.210910797119141,5.93689901627711,5.962982669869619,6.049868509165987
*CC(=S)c1ccc(C(*)=S)s1,eps,6.4,5.785916805267334,6.612184826491566,6.572581877327102,6.294259282023082
*CC(=S)c1ccc(C(*)=S)s1,nc,2.4487,2.259737253189087,2.2932689504811923,2.2487901389098046,2.2751298686801174
*CC(=S)c1ccc(N*)cc1,eea,3.0309,2.7108347415924072,2.8944334550281896,2.8823451315757525,2.7615253179342507
*CC(=S)c1ccc(N*)cc1,egc,2.6292,2.5143818855285645,2.7683013938247556,2.798206016569159,2.644247068055104
*CC(=S)c1ccc(N*)cc1,ei,5.6636,5.477339267730713,5.478197870834181,5.435876158494741,5.450623343939851
*CC(=S)c1ccc(N*)cc1,eps,5.48,5.093517303466797,5.032414533979515,5.054148672098174,5.05979862219926
*CC(=S)c1ccc(O*)cc1,eea,3.1915,2.9792587757110596,3.0357358450386296,2.9940873246196915,2.9857223509933144
*CC(=S)c1ccc(O*)cc1,egb,2.3706,2.140486001968384,2.2900897645411944,2.225619347225023,2.1818265428473897
*CC(=S)c1ccc(O*)cc1,egc,2.734,2.7037346363067627,3.2446840413018045,3.175322104484396,2.92904503336015
*CC(=S)c1ccc(O*)cc1,eps,4.45,4.5236334800720215,4.457266804531197,4.463902034813186,4.4835143871479195
*CC(=S)c1ccc(O*)s1,egb,1.6344,2.3768656253814697,2.3220787191781103,2.34144563340601,2.361220660986801
*CC(=S)c1ccc(O*)s1,egc,2.8161,2.7555341720581055,3.296828821788194,3.230121169560348,2.9820297798780553
*CC(=S)c1ccc(O*)s1,ei,5.946,5.828640460968018,5.716049402001491,5.795585708732695,5.806816885943931
*CC(=S)c1ccc(O*)s1,eps,5.64,4.745016574859619,5.5296004769006775,5.532453060446776,5.236046975889307
*CC(=S)c1ccc(O*)s1,nc,2.1619,2.023573637008667,2.132615572573109,2.132585934012505,2.0736289793290914
*CC(C#N)(C#N)C(C#N)C(*)(C#N)C#N,egb,6.2447,6.236452102661133,6.060902236534179,6.10144903941859,6.183759470993474
*CC(C#N)(C#N)C(C#N)C(C#N)(C#N)C(C#N)C(C#N)(C#N)C(C#N)C(*)(C#N)C#N,egb,5.9056,6.586187839508057,6.068953382940915,5.816203500955995,6.386591057613239
*CC(C#N)(C#N)CC(C#N)(C#N)C(C#N)C(*)(C#N)C#N,egb,6.5308,6.0794854164123535,6.357920627144317,6.434530122787239,6.179848722722026
*CC(C#N)(C#N)CC(C#N)(C#N)C(C#N)C(*)(C#N)C#N,egc,6.9307,6.383768558502197,5.546040728573604,5.999806154007425,6.1685089499725905
*CC(C#N)(C#N)CC(C#N)(C#N)CC(C#N)(C#N)C(C#N)C(*)(C#N)C#N,egb,6.4504,5.990968227386475,6.032495164691051,6.039390792199287,6.0053970912920125
*CC(C#N)C(CCC(C)(O)C=C)C(*)(C)C,tg,50.0,93.68490600585938,59.35438900412201,65.25562661284745,78.02530808078052
*CC(C(=O)Oc1ccccc1)C(C(=O)O)C(*)(C)C,egc,5.2905,5.216349124908447,5.07564017386097,5.110229969615795,5.164128578014741
*CC(C)(C)C(=O)N*,egc,5.6887,5.944490432739258,5.80392228724106,5.69849454330133,5.838300570500799
*CC(C)(C)C(=O)O*,egc,6.6633,6.7584967613220215,6.587445322688426,6.550128044292451,6.6643868001314015
*CC(C)(C)C(=O)O*,tg,-6.17,22.325286865234375,101.65745011674674,49.3323724798292,48.31373953484389
*CC(C)(C)C1C(=O)N(C(C)C)C(=O)C1*,egc,5.5919,5.617461681365967,5.645751218039013,5.437430605411834,5.550250246967333
*CC(C)(C)C1C(=O)N(C)C(=O)C1*,tg,156.5,143.25660705566406,153.48468826116948,157.8470890320463,149.53545472602548
*CC(C)(C)C1C(=O)N(CCCC)C(=O)C1*,tg,80.0,124.0792007446289,134.65243135416912,133.75356497920885,129.14424646672336
*CC(C)(C)C1C(=O)N(c2c(C)cccc2C)C(=O)C1*,tg,237.0,235.3101043701172,223.2601134720307,223.83403105461105,229.41887433100203
*CC(C)(C)C1C(=O)N(c2c(CC)cccc2CC)C(=O)C1*,tg,210.0,209.39013671875,187.4037653123964,202.590526965976,202.36823854367464
*CC(C)(C)C1C(=O)N(c2ccccc2C)C(=O)C1*,tg,207.0,217.047607421875,222.3528359275214,224.4422992464669,220.2587211494998
*CC(C)(C)CO*,egc,5.8123,5.927422046661377,5.599472648478437,5.591465879174,5.771510227615494
*CC(C)(C)CO*,tg,-50.0,-45.96149826049805,-36.74276528271306,-34.45023086665632,-40.73441235539045
*CC(C)(C)COC(=O)C(=O)O*,egc,4.957,5.707843780517578,5.699855833527864,5.541630014653595,5.643059673389822
*CC(C)(C)COC(=O)C1CCC(C(=O)O*)CC1,tg,30.0,24.49254608154297,28.912497989105603,36.97988948011308,28.83552583720016
*CC(C)(C)COC(=O)CC(=O)O*,egc,6.7138,6.556646823883057,6.3820541421641055,6.442989683699032,6.4988039504780915
*CC(C)(C)COC(=O)CCC(=O)O*,egc,6.4486,6.6630330085754395,6.624622169132253,6.659497177072146,6.658592658299934
*CC(C)(C)COC(=O)CCC(=O)O*,tg,-18.0,-19.66314125061035,-17.234907158812362,-25.00141197955953,-20.492756817250424
*CC(C)(C)COC(=O)CCCCC(=O)O*,egb,6.5878,6.248624801635742,6.3161610322347395,6.406802661678912,6.281553562776809
*CC(C)(C)COC(=O)CCCCC(=O)O*,egc,6.692,6.730565547943115,6.70220085532834,6.751863937476383,6.736513570473335
*CC(C)(C)COC(=O)CCCCCCC(=O)O*,egc,6.7281,6.708734035491943,6.73833660169009,6.666796627098685,6.694920222029307
*CC(C)(C)COC(=O)CCCCCCCCC(=O)O*,egc,6.6996,6.731678009033203,6.645022936768962,6.719242815420654,6.719940012252488
*CC(C)(C)COC(=O)NC(=O)c1ccc(C(=O)NC(=O)O*)cc1,tg,102.0,92.9622802734375,89.60532321440226,116.54463947536688,98.38016796988025
*CC(C)(C)COC(=O)NC(=O)c1cccc(C(=O)NC(=O)O*)c1,egc,4.9585,4.99467134475708,4.641649925282527,4.567318239080819,4.801480348586595
*CC(C)(C)COC(=O)NC(=O)c1cccc(C(=O)NC(=O)O*)c1,tg,66.0,97.19026947021484,96.46206951148592,114.55893794593514,101.59547434928021
*CC(C)(C)COC(=O)NC1CCC(CC2CCC(NC(=O)O*)CC2)CC1,egc,5.9159,5.994190216064453,5.912252146512608,6.081982942235226,6.021509443108833
*CC(C)(C)COC(=O)NCCCC(CCNC(=O)O*)OC,egc,6.1723,5.975681781768799,5.735598426836902,5.933229250261825,5.9400735802297175
*CC(C)(C)COC(=O)Nc1ccc(C)c(NC(=O)O*)c1,tg,-32.0,73.75811004638672,68.67303733609074,82.2189459200435,74.77890349945741
*CC(C)(C)COC(=O)Nc1ccc(Cc2ccc(NC(=O)O*)c(C)c2)cc1C,egc,4.5157,4.943149089813232,4.3778792075410635,4.409625484952293,4.691989074906838
*CC(C)(C)COC(=O)Nc1ccc(Cc2ccc(NC(=O)O*)cc2)cc1,tg,94.0,73.5462417602539,87.43145302479151,99.48815658893383,83.68720236971109
*CC(C)(C)COC(=O)Nc1ccc(NC(=O)O*)cc1,egc,4.8883,4.89464807510376,4.902590040756168,4.871030317654243,4.886169585427147
*CC(C)(C)COC(=O)O*,egc,7.3547,7.122644901275635,6.931364424577407,6.969817028651716,7.048349131899149
*CC(C)(C)COC(=O)c1ccc(-c2ccc(-c3ccc(C(=O)O*)cc3)cc2)cc1,tg,100.0,99.0438232421875,70.43691121430957,66.87295218443491,83.7593086285793
*CC(C)(C)COC(=O)c1ccc(C=Cc2ccc(C(=O)O*)cc2)cc1,tg,80.0,85.70113372802734,69.57396977661692,57.22678081661161,74.35936465106818
*CC(C)(C)CS(=O)(=O)CC(C)(C)COC(=O)Nc1ccc(Cc2ccc(NC(=O)O*)cc2)cc1,tg,90.0,92.06033325195312,81.90165650011282,90.74306470809988,89.2968340068985
*CC(C)(C)CS(=O)(=O)CC(C)(C)COC(=O)O*,egc,6.8436,5.956948757171631,5.737017749612633,5.778962096528388,5.870649579452396
*CC(C)(C)CS(=O)(=O)CC(C)(C)COC(=O)O*,tg,50.0,78.3226318359375,76.36495578541194,60.10247418389903,73.05413111974923
*CC(C)(C)CS(=O)(=O)CC(C)(C)COC(=O)c1ccc(C(=O)O*)cc1,tg,105.0,67.3874282836914,47.770697136940385,56.68712919586745,59.900926629307264
*CC(C)(C)CS*,tg,-51.03,-32.89656066894531,5.638546459583612,5.409303669194306,-13.633407422006858
*CC(C)(C)O*,egc,5.2445,5.926822662353516,5.807430766634754,5.828447133961325,5.879297502849954
*CC(C)(C)O*,tg,92.0,-68.40924835205078,52.857597357325,-7.861630217465871,-23.605194587635914
*CC(C)(C)S*,tg,-14.0,-54.17057800292969,4.067492648375421,24.837491157009644,-19.491861913978724
*CC(C)(CC)C(=O)O*,tg,-7.4,18.633573532104492,53.35808693077348,32.20898560230455,30.471381104948463
*CC(C)(CC)CO*,egc,5.6322,5.721513748168945,5.641789632704835,5.73900835391309,5.721881131966825
*CC(C)(CC)CO*,tg,-47.0,-40.08427429199219,11.210189604349264,-15.758880554668782,-21.47155259411881
*CC(C)(CC)COC(=O)CCCCCCCCC(=O)O*,egc,6.7916,6.730320453643799,6.577912222123631,6.640711511157043,6.683534611382229
*CC(C)(CCC)COC(=O)c1ccc(-c2ccc(C(=O)O*)cc2)cc1,tg,95.0,27.50591278076172,58.29653185326227,61.83615975810472,43.879042212652664
*CC(C)(CCl)O*,egc,5.7953,6.120803356170654,6.180842672434828,6.010905234754963,6.083199733138516
*CC(C)(CO)CO*,tg,62.0,-6.8402252197265625,20.174702418712943,35.544104332185306,10.757916254807068
*CC(C)(CO*)COCC(F)(F)C(F)(F)C(F)(F)F,tg,-45.0,-26.498291015625,-20.61384767621872,-25.52983507794897,-24.843375796082825
*CC(C)(CO*)COCC(F)(F)F,egc,5.3043,5.991621494293213,6.621918095668004,6.525555652783392,6.248147081822868
*CC(C)(CO*)COCC(F)(F)F,tg,-41.0,-23.68023109436035,-34.30376840459569,-26.76344519635853,-27.01980460556398
*CC(C)(CO*)COCCC#N,egc,5.387,5.38934850692749,5.9686081633074615,5.985061654794983,5.665628683119223
*CC(C)(CO*)COCCC#N,tg,-52.0,-27.27288818359375,-9.36143160397616,-9.601463864838358,-18.35439026727517
*CC(C)(CO*)COCCCCCCCCCCOc1ccc(-c2ccc(C#N)cc2)cc1,tg,7.0,26.667518615722656,11.108661890379118,8.47947054070476,18.172409250023822
*CC(C)(CO*)COCCOCCOCCOC,tg,-18.0,-64.46214294433594,-72.25836828796174,-64.45343063821136,-66.31419688518568
*CC(C)(COC(=O)NCCCCCCNC(=O)O*)C(=O)O,egc,6.2179,6.139339447021484,6.077721316603314,6.069205810358608,6.107339609510517
*CC(C)(COC(=O)NCCCCCCNC(=O)O*)C(=O)O,tg,-26.0,33.05365753173828,44.45865847157768,46.28932235670391,39.25530634606545
*CC(C)(N=C=O)C1C(=O)OC(=O)C1*,egc,6.0105,5.697275161743164,5.575200337748228,5.298056067191833,5.53343498635102
*CC(C)(N=C=O)C1C(=O)OC(=O)C1*,tg,100.0,143.3960723876953,130.54895278581472,120.989543947265,134.43395785884778
*CC(C)=CC(C)S(*)(=O)=O,tg,83.0,71.38282012939453,70.71253536134446,63.473267800230545,69.13842060442495
*CC(C)C(*)(C)C,tg,37.0,56.7015495300293,103.77633392511116,55.485388404188384,67.57781559285795
*CC(C)C(=O)O*,tg,-26.33,-17.22402000427246,41.85866260115908,18.393471785112276,6.2177630271931115
*CC(C)C(C)COC(=O)c1ccc(C(=O)O*)cc1,egc,4.7326,4.914544582366943,4.658141412212911,4.862110801406482,4.873777623513297
*CC(C)C(C)COC(=O)c1ccc(C(=O)O*)cc1,tg,37.5,31.76251792907715,38.66368337067192,27.554423219379935,32.2947158119172
*CC(C)C1C(=O)N(CCC)C(=O)C1*,egc,5.8295,5.748361587524414,5.563399504439047,5.534024715619761,5.650834502918665
*CC(C)C1COC2C(C(=O)OC(O)(C(F)(F)F)C(F)(F)C*)CC12,egc,6.2241,6.407662868499756,6.295731075962765,6.233783454692539,6.331596975691339
*CC(C)C=C(*)C,tg,2.08,-44.41677474975586,58.41407357279065,53.99644966327646,5.983668440332963
*CC(C)CCC(C)CNC(=O)c1cc(C(=O)N*)cc(C(C)(C)C)c1,tg,149.0,166.02850341796875,144.9733935716064,136.89650052007698,153.34125323507425
*CC(C)CNC(=O)O*,egc,6.3739,6.307241916656494,6.081397862160121,6.052837808743575,6.190978568521205
*CC(C)CNC(=O)O*,tg,40.0,43.09697341918945,62.97825756253529,45.464937218201506,48.44998263947406
*CC(C)CO*,egb,7.3501,7.029490947723389,7.178805306321596,7.007604181558036,7.058021008787215
*CC(C)CO*,egc,5.976,5.958717346191406,6.32825135799598,6.2496814806970935,6.100596009394833
*CC(C)CO*,tg,-55.0,-59.2538948059082,-61.95291614672525,-61.20207062491473,-60.40940565424304
*CC(C)COC(=O)c1ccc(C(=O)O*)cc1,tg,55.0,41.92481994628906,53.18653280790515,48.56200574601744,46.35301766872698
*CC(C)O*,egb,6.9903,7.107043743133545,7.55148067813689,7.4138091011396146,7.23627269603884
*CC(C)O*,egc,5.7517,5.811135768890381,6.125085128382848,6.019987873810039,5.916875089686432
*CC(C)O*,tg,-58.58,-64.22620391845703,-12.704602394526743,-28.443931188465903,-42.53940526940566
*CC(C)S*,tg,-45.29,-43.50503158569336,-29.676277090695063,-40.12253768056463,-39.324198997433314
*CC(CBr)(CBr)COC(=O)CCCCC(=O)O*,egc,6.0899,6.672615051269531,6.304073526879136,6.349645666114711,6.518464543109383
*CC(CBr)O*,egc,6.2128,5.701240539550781,5.356014233800726,5.2138145501522155,5.485490698378314
*CC(CBr)O*,tg,-14.0,-43.46476364135742,-17.927808809361213,-19.181300195155412,-30.989578895614315
*CC(CC(*)(C#N)C#N)c1ccc(CCl)cc1,egc,5.4178,5.806631565093994,4.1907280172789765,4.179806559479648,5.049418250081501
*CC(CC(*)(C#N)C#N)c1ccc(CCl)cc1,tg,150.0,93.2160873413086,91.12193567283094,96.06302616199108,93.46844609868839
*CC(CC(C)(C)C)O*,egc,5.3855,5.6098103523254395,5.804574451982427,5.740757076706508,5.675940806364014
*CC(CC(C)C)S(*)(=O)=O,tg,23.0,21.360795974731445,52.5507436579745,51.42555848277271,36.70451808726855
*CC(CC(CC(*)c1ccccn1)c1ccccn1)c1ccccn1,ei,6.2005,5.938056945800781,6.367029319213004,6.280365703822299,6.160639323539627
*CC(CC(CC(CC(*)c1ccccc1)c1ccccc1)c1ccccc1)c1ccccc1,egb,4.8255,4.4350152015686035,4.160955685303471,4.262666929213197,4.357330420571274
*CC(CC(CC(CC(*)c1ccccc1)c1ccccc1)c1ccccc1)c1ccccc1,egc,5.2025,4.655146598815918,4.133111013648551,3.99695348758761,4.35933676274763
*CC(CC(CC(CC(*)c1ccccc1)c1ccccc1)c1ccccc1)c1ccccc1,nc,1.6244,1.8501005172729492,1.8359113992761693,1.780164905567926,1.8435870492674775
*CC(CC(Cl)(Cl)Cl)O*,tg,-36.0,45.440826416015625,5.840782821794388,15.146575716839264,28.036249771354544
*CC(CC)(CC)C(=O)O*,tg,60.0,-32.11069869995117,29.15513048765994,26.21139432776695,-2.1646797132044595
*CC(CC)(CC)COC(=O)c1ccc(-c2ccc(-c3ccc(C(=O)O*)cc3)cc2)cc1,tg,-20.0,112.09297943115234,95.77413274405106,99.16126427349415,104.80268247977705
*CC(CC)(CCl)CO*,tg,20.0,-8.101344108581543,-14.308459124904877,-0.1307558727147509,-7.476661120711588
*CC(CC)(CO*)COC(=O)C(=C)C,tg,72.5,23.59844398498535,24.882315615426272,37.76220549514888,27.63740618808511
*CC(CC)N(*)C(=O)CCCC,tg,50.67,12.271342277526855,20.9718638431197,8.86243074843831,13.44218721488823
*CC(CC)O*,egc,5.7746,5.8634114265441895,5.847674387351444,5.746266185012438,5.816943097542762
*CC(CC)O*,tg,-72.01,-47.63320541381836,-37.194867728672406,-41.600100555827325,-43.56008612000136
*CC(CC)S(*)(=O)=O,tg,32.73,23.681047439575195,43.019214079023556,32.05138238009624,30.487109573933665
*CC(CC)S*,tg,-50.0,-47.205963134765625,-5.208023169330003,-49.786061785985474,-37.89677257568571
*CC(CCC)C(CCC)COC(=O)c1ccc(C(=O)O*)cc1,egb,4.4708,4.450153827667236,4.522191259589489,4.523574780803598,4.473923515100383
*CC(CCC)C(CCC)COC(=O)c1ccc(C(=O)O*)cc1,tg,19.67,0.5849202275276184,28.08197519897338,17.695586644037956,11.63555856196568
*CC(CCCC)C(CCCC)COC(=O)c1ccc(C(=O)O*)cc1,tg,16.0,-0.4696858823299408,10.3877860262728,8.210268978233403,4.400839390043184
*CC(CCCC)O*,egc,5.4348,6.021574020385742,5.920101883100762,5.875435935418263,5.957051510597928
*CC(CCCCCC)C(CCCCCC)COC(=O)c1ccc(C(=O)O*)cc1,tg,-15.5,-9.439616203308104,-9.03962218807774,-0.8087717348568603,-7.069372200837672
*CC(CCCCCC)O*,tg,-71.67,-57.1463508605957,-58.36888114041379,-65.92831884805602,-59.75207344923864
