canon,target_type,y_true,y_pred_lgb,y_pred_mlp,y_pred_blend
*C(=O)OCCCCCCCCCCCCOC(=O)c1ccc(N2C(=O)c3ccc(*)cc3C2=O)cc1,egc,3.2472,3.3710496859685475,3.820506811141968,3.519223730228448
*C(=O)OCCCCCCOC(=O)N1CCN(*)CC1,egc,5.9678,5.808801349060191,5.604174613952637,5.741341364099697
*C(=O)OCCCCOC(=O)N1CCN(*)CC1,egc,5.8653,5.993007577225649,5.572629928588867,5.854420261937354
*C(=O)OCCOC(=O)N1CC(C)N(*)CC1C,egc,5.9632,5.823877166919375,6.008542060852051,5.884756264466827
*C(=O)OCCOC(=O)N1CCN(*)CC1,egc,5.8752,5.989612048724165,6.04093074798584,6.006530457154837
*C(=O)Oc1ccc(-c2ccc(OC(=O)c3ccc4c(c3)C(=O)N(c3ccc(Oc5ccc(N6C(=O)c7ccc(*)cc7C6=O)cc5)cc3)C4=O)cc2)cc1,egc,2.6231,2.505609657706816,2.4594650268554688,2.490397001835611
*C(=O)Oc1ccc(C(*)=S)cc1,egc,2.9816,3.2576642430147777,3.031395196914673,3.1830693644965073
*C(=O)Oc1ccc(OC(=O)N2CCN(*)CC2)cc1,egc,5.2692,4.813552375463379,5.466227054595947,5.028721835188355
*C(=O)Oc1ccc(OC(=O)c2ccc3c(c2)C(=O)N(c2ccc(Oc4ccc(N5C(=O)c6ccc(*)cc6C5=O)cc4)cc2)C3=O)c(-c2ccccc2)c1,egc,2.5898,2.5947256351687105,2.462898015975952,2.5512655799445145
*C(=O)Oc1ccc(OC(=O)c2ccc3c(c2)C(=O)N(c2ccc(Oc4ccc(N5C(=O)c6ccc(*)cc6C5=O)cc4)cc2)C3=O)cc1,egc,2.5383,2.732902120103561,2.3817193508148193,2.6171265137432735
*C(=O)Oc1ccc(OC(=O)c2ccc3c(c2)C(=O)N(c2ccc(Sc4ccc(N5C(=O)c6ccc(*)cc6C5=O)cc4)cc2)C3=O)cc1,egc,2.9567,2.714909257441912,2.5483593940734863,2.660002203033304
*C(=O)Oc1ccc2ccc(OC(=O)c3ccc4c(c3)C(=O)N(c3ccc(Oc5ccc(N6C(=O)c7ccc(*)cc7C6=O)cc5)cc3)C4=O)cc2c1,egc,2.5688,2.65495857769578,2.6613049507141113,2.657050807863775
*C(=O)SSCCCCCCSSC(=O)N1CCN(*)CC1,egc,4.64,4.573477360679229,4.776463031768799,4.640396330537692
*C(=O)SSCCCCSSC(=O)N1CCN(*)CC1,egc,4.2166,4.49607851361881,4.645859718322754,4.545457387847448
*C(=O)c1ccc(-c2ccc(-c3ccc(*)cc3)s2)cc1,egc,2.9694,3.0127417871803233,3.090852737426758,3.0384928872313735
*C(=O)c1ccc(-c2ccc(-c3ccc(*)s3)cc2)cc1,egc,2.8474,2.7468097344804434,3.156078338623047,2.8817346936542805
*C(=O)c1ccc(-c2ccc(C(*)=S)cc2)s1,egc,2.3241,2.688095690003452,2.508934497833252,2.629031016352899
*C(=O)c1ccc(-c2ccc(C(*)=S)s2)s1,egc,2.0098,2.0943089370233094,1.8293139934539795,2.0069471614547467
*C(=O)c1ccc(C(=O)C(*)=S)s1,egc,2.2094,2.708100925765258,2.6374244689941406,2.6848007802181257
*C(=O)c1ccc(C(=O)N(C)N(*)C)cc1,egc,4.0457,4.791583523801784,4.241013050079346,4.610075101368686
*C(=O)c1ccc(C(=O)N(C)c2ccc(Cl)c(N(*)C)c2)cc1,egc,3.3332,3.4481535179306277,3.5556981563568115,3.483608121098678
*C(=O)c1ccc(C(=O)N2CCN(*)CC2)cc1,egc,4.6128,4.264691900155936,4.721683979034424,4.415350017982053
*C(=O)c1ccc(C(=S)c2ccc(*)cc2)cc1,egc,2.9419,2.9682774567423804,2.7058868408203125,2.8817742586408537
*C(=O)c1ccc(C(=S)c2ccc(*)s2)s1,egc,2.0759,2.357835139091199,2.6148934364318848,2.4425804137663683
*C(=O)c1ccc(N(*)CCCCCCCC)cc1,egc,3.611,4.090926338245427,4.053458213806152,4.078574095466188
*C(=O)c1ccc(N=Nc2ccc(C(=O)N3C(=O)N(*)C(CC)(CC)C3=O)cc2)cc1,egc,3.6611,3.18909497329156,3.7922067642211914,3.3879248687312953
*C(=O)c1ccc(OC(*)=S)s1,egc,3.5676,2.5865852329283627,2.8486521244049072,2.6729817077016067
*C(=O)c1ccc(Oc2ccc(*)s2)cc1,egc,3.6478,3.3223090364726344,4.111989498138428,3.582645653970685
*C(=O)c1ccc2c(c1)C(=Nc1ccc(Oc3cccc(N=C4OC(=O)c5ccc(*)cc54)c3)cc1)OC2=O,egc,2.5722,2.8661083683462567,2.5995373725891113,2.7782270103446796
*C(=O)c1ccc2c(c1)C(=O)N(c1cc(-c3nc4ccccc4s3)cc(N3C(=O)c4ccc(*)cc4C3=O)c1)C2=O,egc,2.5125,2.643559123816182,3.054849863052368,2.779150727077017
*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(-c3ccc(-c4ccc(N5C(=O)c6ccc(*)cc6C5=O)cc4)cc3)cc1)C2=O,egc,2.3242,2.603597986654061,2.709277629852295,2.6384377505638748
*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(-c3ccc(N4C(=O)c5ccc(*)cc5C4=O)cc3C)c(C)c1)C2=O,egc,2.8033,2.7458927642859825,2.573685646057129,2.689120663613495
*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(-c3nc(-c4ccccc4)nc(-c4ccc(N5C(=O)c6ccc(*)cc6C5=O)cc4)n3)cc1)C2=O,egc,2.8991,2.487534331702236,2.606351137161255,2.5267050681414718
*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(C(=O)N(C)c3ccc(N4C(=O)c5ccc(*)cc5C4=O)cc3)cc1)C2=O,egc,2.3425,2.663369458740652,2.490042209625244,2.6062280807461127
*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(C(C)(C)c3ccc(C(C)(C)c4ccc(N5C(=O)c6ccc(*)cc6C5=O)cc4)cc3)cc1)C2=O,egc,2.4861,2.717854733328391,3.0616626739501953,2.831199055083095
*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(C(c3ccc(N4C(=O)c5ccc(*)cc5C4=O)cc3)(C(F)(F)F)C(F)(F)F)cc1)C2=O,egc,3.0171,2.9560840608401824,2.83427095413208,2.915925523676403
*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(C(c3ccccc3)(c3ccc(N4C(=O)c5ccc(*)cc5C4=O)cc3)C(F)(F)F)cc1)C2=O,egc,2.9448,3.032045026780638,3.1479082107543945,3.070242032876817
*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(C(c3ccccc3)c3ccc(N4C(=O)c5ccc(*)cc5C4=O)cc3)cc1)C2=O,egc,2.6954,2.712777726871381,2.7811450958251953,2.735316627660609
*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(Cc3ccc(N4C(=O)c5ccc(*)cc5C4=O)cc3)cc1)C2=O,egc,2.7406,2.6938321098765865,2.6660025119781494,2.6846574326053183
*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(N(c3ccc(C#N)cc3)c3ccc(N4C(=O)c5ccc(*)cc5C4=O)cc3)cc1)C2=O,egc,1.8778,2.3330510103777424,1.910139083862305,2.1936282111655605
*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(N3C(=O)c4ccc(*)cc4C3=O)cc1)C2=O,egc,2.8765,2.894948007165927,2.6630430221557617,2.8184951096849282
*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(N3C(=O)c4ccc(*)cc4C3=O)nc1)C2=O,egc,3.0206,2.7823847173829677,2.729496955871582,2.764949030915718
*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(OCC(C)(C)COc3ccc(N4C(=O)c5ccc(*)cc5C4=O)cc3)cc1)C2=O,egc,2.7216,2.7179179910214426,2.579890251159668,2.672413921133839
*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(OCCOCCOCCOc3ccc(N4C(=O)c5ccc(*)cc5C4=O)cc3)cc1)C2=O,egc,2.5902,2.699448863706665,2.463364839553833,2.6216182483161985
*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(OCCOc3ccc(N4C(=O)c5ccc(*)cc5C4=O)cc3)cc1)C2=O,egc,2.4523,2.4593523807361057,2.350273609161377,2.423392014725904
*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(Oc3cc4ccccc4cc3Oc3ccc(N4C(=O)c5ccc(*)cc5C4=O)cc3)cc1)C2=O,egc,2.3398,2.429751012093541,2.3731980323791504,2.4111070007965876
*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(N4C(=O)c5ccc(*)cc5C4=O)cc3Br)c(Br)c1)C2=O,egc,2.6114,2.4911440746078424,2.5699591636657715,2.517127310472468
*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(S(=O)(=O)c4ccc(Oc5ccc(N6C(=O)c7ccc(*)cc7C6=O)cc5)cc4)cc3)cc1)C2=O,egc,2.6168,2.648317434997989,2.9071145057678223,2.7336359369658596
*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(Oc3cccc(N4C(=O)c5ccc(*)cc5C4=O)c3)cc1)C2=O,egc,2.4357,2.7944439559996535,2.5756211280822754,2.722303897309082
*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(Oc3cccc(Oc4ccc(N5C(=O)c6ccc(*)cc6C5=O)cc4)c3)cc1)C2=O,egc,2.514,2.737588862199715,2.9306130409240723,2.801223793319114
*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccccc3Oc3ccc(N4C(=O)c5ccc(*)cc5C4=O)cc3)cc1)C2=O,egc,2.3823,2.4545747855656113,2.556943655014038,2.488323075542402
*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(Sc3ccc(N4C(=O)c5ccc(*)cc5C4=O)cc3)cc1)C2=O,egc,2.66,2.60556274919872,2.7941269874572754,2.6677273567233577
*C(=O)c1ccc2c(c1)C(=O)N(c1ccc3c(c1)C(=O)c1cc(N4C(=O)c5ccc(*)cc5C4=O)ccc1-3)C2=O,egc,2.5033,2.5801293538574908,2.6632208824157715,2.607522417935554
*C(=O)c1ccc2c(c1)C(=O)N(c1cccc(C(=O)N(C)c3ccc(N4C(=O)c5ccc(*)cc5C4=O)cc3)c1)C2=O,egc,2.3447,2.4455401151305183,2.5269124507904053,2.4723664070954023
*C(=O)c1ccc2c(c1)C(=O)N(c1cccc(C(=O)Nc3ccc(N4C(=O)c5ccc(*)cc5C4=O)cc3)c1)C2=O,egc,2.497,2.548126983946785,2.469238758087158,2.5221196368264134
*C(=O)c1ccc2c(c1)C(=O)N(c1cccc(Cc3ccc(C(=O)c4ccc(N5C(=O)c6ccc(*)cc6C5=O)cc4)cc3)c1)C2=O,egc,2.9158,2.7013573250610605,3.0687570571899414,2.822479232180756
*C(=O)c1ccc2c(c1)C(=O)N(c1cccc(N3C(=O)c4ccc(*)cc4C3=O)c1C)C2=O,egc,3.3303,3.0540891795406533,2.896141529083252,3.0020180456352956
*C(=O)c1ccc2c(c1)C(=O)N(c1cccc(Nc3ncnc(Nc4cccc(N5C(=O)c6ccc(*)cc6C5=O)c4)n3)c1)C2=O,egc,2.4957,2.8283193304259284,3.062948226928711,2.9056702289830283
*C(=O)c1ccc2nc(-c3ccc(-c4cnc5cc(*)ccc5n4)cc3)cnc2c1,egc,3.0578,3.0494905211798353,3.015058994293213,3.038139363743259
*C(=O)c1ccc2nc(-c3ccc(-c4nc5ccc(*)cc5nc4-c4ccccc4)cc3)c(-c3ccccc3)nc2c1,egc,3.0508,3.1903898891113363,3.0786843299865723,3.1535635412023044
*C(=O)c1ccc2nc(-c3ccccc3)c(-c3ccc(-c4nc5cc(*)ccc5nc4-c4ccccc4)cc3)nc2c1,egc,3.2924,3.0610280095539486,2.979341983795166,3.034098302317631
*C(=O)c1ccc2nc(-c3ccccc3)c(-c3ccc(-c4nc5ccc(*)cc5nc4-c4ccccc4)cc3)nc2c1,egc,3.1886,3.0950085745101856,2.9995779991149902,3.063547655302598
*C(=O)c1cccc(C(=O)N(C)c2cccc(N(*)C)c2)c1,egc,4.4341,3.711719179403407,3.177044153213501,3.5354510626953712
*C(=O)c1cccc(C(=O)N2CCN(*)CC2)c1,egc,4.7816,4.804611990620283,4.587769031524658,4.73312464195252
*C(=O)c1cccc(C(=O)N2COCN2*)c1,egc,4.5807,4.514259153818376,4.162667751312256,4.398348831969009
*C(=O)c1cccc(C(=O)c2ccc3c(c2)C(=Nc2cccc(N=C4OC(=O)c5cc(*)ccc54)c2)OC3=O)c1,egc,2.869,2.886916699874449,2.7661430835723877,2.8471008550139074
*C(=O)c1cccc(C(=O)c2ccc3c(c2)C(=O)N(c2ccc(Oc4ccc(N5C(=O)c6ccc(*)cc6C5=O)cc4)cc2)C3=O)c1,egc,2.5831,2.5828789189863417,2.4313974380493164,2.532939508965291
*C(=S)C(F)(F)CC(*)(F)F,egc,2.8419,5.0101655673165455,3.264472723007202,4.434657127713814
*C(=S)C(F)(F)c1ccc(C(*)(F)F)cc1,egc,2.6791,3.955626798432879,2.9597630500793457,3.6273170423723173
*C(=S)C(F)(F)c1ccc(C(*)(F)F)s1,egc,2.8122,4.080971721367587,3.539599895477295,3.902495848147021
*C(=S)OC(=S)c1ccc(*)cc1,egc,2.8098,3.029348674318493,2.924825668334961,2.9948902228948873
*C(=S)Oc1ccc(-c2ccc(*)s2)s1,egc,2.4847,2.536426628758179,2.745060920715332,2.60520779848302
*C(=S)c1ccc(-c2ccc(-c3ccc(*)cc3)cc2)cc1,egc,2.6076,2.7470763940517755,2.6998817920684814,2.7315175906611233
*C(=S)c1ccc(-c2ccc(-c3ccc(*)cc3)cc2)s1,egc,2.3302,2.5690541393284967,2.427361011505127,2.5223416886463035
*C(=S)c1ccc(C(=S)c2ccc(*)cc2)cc1,egc,2.6743,2.349971828099039,2.4777817726135254,2.392107362980231
*C(=S)c1ccc(C(F)(F)C(*)(F)F)cc1,egc,3.118,2.911338152930272,3.076885938644409,2.965914849023521
*C(Br)=C(c1ccccc1)c1ccc(*)cc1,egc,3.469,2.8510170444922256,3.3282480239868164,3.0083473888505288
*C(C#N)=C(C#N)n1c(=O)c2cc3c(=O)n(*)c(=O)c3cc2c1=O,egc,3.4736,2.3549631298553235,2.346454381942749,2.352158022272909
*C(C)=C(*)C#N,egc,3.2656,4.477530633290762,4.912405490875244,4.620897292280489
*C(C)=C(*)CCC,egc,5.0895,4.9906524778028585,4.924072742462158,4.968702912207744
*C(C)C(*)C(=O)OC,egc,6.2685,6.507841931167963,6.012764930725098,6.3446282289769576
*C(C)C(*)O,egc,6.0639,6.987553931343938,6.083688259124756,6.689573490898736
*C(C)C(*)OC,egc,5.326,5.8266890917229865,5.911109924316406,5.854520391939506
*C(Cl)=C(Cl)C(Cl)(Cl)C(*)(Cl)Cl,egc,4.2472,4.444865776235004,4.2190375328063965,4.370416218618102
*C(F)(F)C(*)(F)OC(F)(F)F,egc,8.2947,8.753760105588258,8.112269401550293,8.542277704601155
*C(F)(F)C(F)(F)C(F)(F)C(*)(F)C(F)(F)F,egc,8.4323,8.140642574825266,7.086259365081787,7.793040510830519
*C(F)(F)C1(F)C(F)(F)C(*)(F)C(F)(F)C(F)(Cl)C1(F)F,egc,7.2365,6.5044192902239475,7.062403678894043,6.68837188296844
*C(F)(F)C1(F)C(F)(F)C(*)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,egc,7.4251,7.105015358349466,6.7666916847229,6.993479053366489
*C(I)=C(*)I,egc,3.8335,3.521224934555677,3.6015419960021973,3.5477033307164008
*C(OC(C)=O)=C(OC(C)=O)c1ccc(*)cc1,egc,3.7517,4.118974414919558,3.4426026344299316,3.8959926519766563
*C(OC(F)(F)F)C(*)(F)F,egc,8.5308,8.342013182989035,7.205275535583496,7.967261054154557
*C(OC)=C(OC)c1ccc(*)s1,egc,2.5351,3.000535018607151,3.45520544052124,3.150427747962307
*C([2H])([2H])C(*)(C(=O)OC([2H])([2H])C([2H])([2H])[2H])C([2H])([2H])[2H],egc,6.3862,6.383367279276495,6.121837615966797,6.297147914322439
*C([2H])([2H])C(*)(F)F,egc,7.1497,7.097098306133967,6.7454938888549805,6.9811836936605935
*C([2H])([2H])C(*)([2H])C([2H])=C([2H])[2H],egc,5.9833,5.3843982793923315,5.6146240234375,5.460297575848595
*C(c1ccc(N(C)C)cc1)C(*)c1ccc([N+](=O)[O-])cc1,egc,2.3431,3.1476746408106124,2.703822612762451,3.001348447798367
*C(c1ccccc1)=c1ccc(=c2ccc(=C(c3ccccc3)c3ccc(-c4ccc(*)s4)s3)s2)s1,egc,1.4486,1.3616836938527894,1.1225697994232178,1.282854210923369
*C(c1ccccc1)C(*)(C#N)C#N,egc,2.7551,4.606877128708742,5.5076212882995605,4.9038284895722715
*C(c1cccs1)=c1ccc(=c2ccc(=C(c3cccs3)c3ccc(-c4ccc(*)s4)s3)s2)s1,egc,1.0381,1.303230852927722,1.506533145904541,1.3702542045901598
*C*,egc,6.8972,5.315778390526306,5.997852325439453,5.540640001923276
*C1(C)CC(*)(C)C(=O)N(C)C1=O,egc,5.3373,5.5296735761618425,4.982468605041504,5.3492746703068335
*C1(F)OC(C(F)(F)F)(C(F)(F)Cl)OC1(*)F,egc,8.2297,7.061297529201368,6.720298767089844,6.948879318787663
*C12CC3CC(C1)CC(*)(C3)C2,egc,5.7519,6.206034862740898,5.843103408813477,6.086386027945361
*C1=C(CCCCCC)C(CCCCCC)=C(c2sc(-c3sc(*)c4c3OCCO4)c3c2OCCO3)S1(=O)=O,egc,1.3792,1.6801636188795297,1.7228224277496338,1.6942270920776785
*C1=CC(C)C(C(=O)C(=O)C2CC3C(*)CC3(O)C2=O)C(=O)N1C,egc,2.7097,4.079087076872441,4.6692376136779785,4.273643992010649
*C1=CC2=CC(*)=NC2=N1,egc,1.0627,1.959028836716668,3.093970775604248,2.3331889682759543
*C1=CC2=NC(*)=CC2=N1,egc,1.3051,1.7818039158737935,3.7916972637176514,2.4444122253230782
*C1=CC=C(c2sc(-c3sc(*)c4c3OCCO4)c3c2OCCO3)S1(=O)=O,egc,1.7929,1.7921151904346369,1.492250919342041,1.6932579262190717
*C1=NC2=CC(*)C=CC2=C1,egc,3.2065,3.0410336878471824,3.054232597351074,3.0453850167982086
*C1C(=O)OC(=O)C1*,egc,6.3452,5.833349503646656,6.053985595703125,5.906087347233166
*C1C(=O)OC(=O)C1C1C2CC(C(=O)OC3CCCCC3)C(C2)C1*,egc,6.0803,5.876618543520698,5.778972148895264,5.844427127724439
*C1C2CC(=CC)C(C2)C1*,egc,5.1841,5.705959203891878,5.258589267730713,5.55847325026345
*C1C2CC(C)C(C2)C1*,egc,6.0638,6.2558770199424,5.797886848449707,6.10488985756251
*C1C2CCC(C2)C1*,egc,6.1739,6.1169631448129556,4.923252582550049,5.723428563248567
*C1C=C(C)C(*)S1,egc,5.0392,4.778314183711911,3.3985986709594727,4.323458723641565
*C1C=C(CCCCCC)C(*)S1,egc,4.7988,4.731091629995074,4.3181915283203125,4.594969462798666
*C1C=CC(*)C1,egc,5.7164,5.056440706988269,5.198228359222412,5.103184319851327
*C1C=CC(*)CC1,egc,5.6051,5.747263118015785,5.393858432769775,5.630755005138291
*C1CC(*)OC(O)O1,egc,6.5343,6.331848654046653,5.810307502746582,6.159910426109386
*C1CC(C)(C)OC1*,egc,5.8529,5.592374764303051,5.439661979675293,5.542029426247156
*C1CC2C3CC4C(C3*)C24C1,egc,5.9559,6.163320386161408,5.913873672485352,6.081084447909319
*C1CC2CC1C(*)C2CCCC,egc,6.1498,5.948001797337725,5.333629131317139,5.745459491279316
*C1CCC2C(*)CCC12,egc,6.7514,6.2365688480070665,6.568395614624023,6.345963295774135
*C=C(*)CO,egc,4.3592,5.070762014297926,4.076951026916504,4.743128998860887
*C=C(*)c1cc(C(F)(F)F)oc1C(F)(F)F,egc,1.9958,2.4604199871326786,1.111013412475586,2.015556576766912
*C=C(*)c1ccc(C(=O)Oc2c(F)c(F)c(F)c(F)c2F)cc1,egc,1.1102,2.182332194310919,1.5987918376922607,1.9899544795384831
*C=C(*)c1ccc(NC=O)cc1,egc,0.2219,1.7752006081107574,1.451331377029419,1.6684295478852689
*C=C(*)c1ccc([N+](=O)[O-])cc1,egc,0.7984,0.6864625768546101,1.0173490047454834,0.7955470199867225
*C=C(*)c1cccc(Br)c1,egc,0.2843,0.8053108246969714,1.4813010692596436,1.0281668054057935
*C=C(*)c1cccc(C#C)c1,egc,0.069,0.818320077194048,0.6568589210510254,0.7650906340355712
*C=C(*)c1cccc([Si](C)(C)C)c1,egc,0.7366,1.258603676893581,1.4105558395385742,1.3086982581385873
*C=C(*)c1cccc2ccccc12,egc,0.8664,1.221701567177899,1.2788262367248535,1.2405340493874462
*C=C(*)c1cccc[n+]1CC#C,egc,0.3201,1.8236204583072937,1.2786211967468262,1.6439487161518764
*C=C(*)c1ccccc1C(F)(F)F,egc,1.343,1.227818377772783,2.3891870975494385,1.6106907151950731
*C=C(*)c1cccs1,egc,3.6662,1.94506757531373,1.393657922744751,1.763282497963878
*C=C(*)c1ccsc1,egc,2.2157,2.8640249760914895,1.4667503833770752,2.4033807549898323
*C=C(F)C(F)(F)C*,egc,5.7867,5.295688259674123,5.023681640625,5.206014921434309
*C=C1CCC(=Cc2ccc(*)cc2)C1=O,egc,2.5147,2.1131890965072553,2.8390097618103027,2.3524728398540042
*C=C1CCC(=Cc2ccc(Sc3ccc(*)o3)o2)C1=O,egc,2.4731,2.5590088000454236,2.471266984939575,2.530082660338724
*C=CC(=C(C)C)C(*)=C(C)C,egc,3.4443,4.196893550787819,2.5345699787139893,3.648869739956685
*C=CC(=O)C(C)=Cc1ccc(Sc2ccc(*)o2)o1,egc,2.9229,2.2193606204993572,2.721791505813598,2.3849987026843227
*C=CC(C(=O)OC(C)C)C(*)C(=O)OC(C)C,egc,5.3094,5.285118916821596,5.438709259033203,5.335753562241835
*C=CC(C(=O)OC)C(*)c1ccccc1,egc,4.9911,4.397527677672438,4.107118129730225,4.301787383882049
*C=CC(C)(C)C(*)(C)C,egc,5.1816,5.401716993051257,5.640848159790039,5.48055217020103
*C=CC(C)(C)CC(C#N)C*,egc,5.6628,5.546429494625008,5.363887786865234,5.486250355014221
*C=CC(C)=C(C)C=Cc1ccc(-c2ccc(*)s2)s1,egc,1.5733,1.9520683833882917,1.9416882991790771,1.9486463460661685
*C=CC(C)C(*)C(=O)OCC(C)C,egc,5.4659,5.540596856953093,5.582380294799805,5.554371743637648
*C=CC(C)C(*)C(=O)OCCCC,egc,5.2364,5.60446722926724,5.737971782684326,5.6484801250452055
*C=CC(C)C*,egc,5.7207,5.7365482192540815,4.883345127105713,5.455269882216045
*C=CC(C)CCCCCCCCC*,egc,5.8829,6.051569141782734,5.360372543334961,5.823700031172515
*C=CC(C*)OC,egc,5.0501,5.454499715926053,5.566605091094971,5.49145787253697
*C=CC1=C(O)C(O)=C(*)C1,egc,1.3796,2.8259941762193113,3.205724000930786,2.9511809864893506
*C=CC1CC(*)C(C#N)(CC)C1,egc,6.1381,5.72126599744368,5.67031192779541,5.704467797685758
*C=CC1CC(*)C(C#N)(C[Si](C)(C)C)C1,egc,5.6706,5.674951851213161,5.208384990692139,5.521137182874396
*C=CC1CC(*)C(C(=O)OC)C1C(=O)OC,egc,5.0643,5.536062603733882,5.439303398132324,5.5041636705312404
*C=CC1CC(*)C(C(=O)OCCNC(C)(C)C)C1,egc,5.2249,5.584286993253117,5.069384574890137,5.414537378762952
*C=CC1CC(*)C(C(F)(F)F)(C(F)(F)F)C1(F)F,egc,5.3867,6.548021612695391,5.770053386688232,6.2915462073745765
*C=CC1CC(*)C(F)(F)C1(F)OC(F)(F)C(F)(F)C(F)(F)F,egc,3.4449,7.03905900243149,6.0793609619140625,6.7226721170819665
*C=CC1CC(*)C2(Cl)OC(=O)OC12Cl,egc,5.2615,5.091284046428259,5.194863319396973,5.125431374210309
*C=CC1CC(*)C2C(=O)N(CCC)C(=O)C12,egc,5.2391,5.340968193368978,5.441342830657959,5.374059038113046
*C=CC1CC(*)C2C(=O)N(CCCCCCCCC)C(=O)C12,egc,5.4434,4.99038774159065,5.285078048706055,5.087539287675572
*C=CC1CC(*)C2C(=O)N(c3cc(C(F)(F)F)cc(C(F)(F)F)c3)C(=O)C12,egc,5.0009,4.885071962862123,5.158728122711182,4.975289110773224
*C=CC1CC(*)C2C(=O)N(c3ccc(C)cc3)C(=O)C12,egc,5.2272,4.915001283231522,4.4939422607421875,4.77618933713034
*C=CC1CC(*)C2C(=O)N(c3cccc(C)c3)C(=O)C12,egc,4.9512,5.174804010335895,5.0726237297058105,5.141117893070028
*C=CC1CC(*)C2C3CCC(C3)C12,egc,5.1047,5.541212006345196,4.995272636413574,5.361230335496708
*C=CC1CC(*)C2CC=CC12,egc,5.3836,4.412948349116382,5.467872619628906,4.760728786437192
*C=CC1CC(*)C2CCCC12,egc,5.6651,5.281868515614412,5.930947780609131,5.4958526630509485
*C=CC1CCC(*)C1,egc,5.4117,5.580221810169207,5.611481666564941,5.5905273523126375
*C=CC=CC=CC=C(*)CCS(=O)(=O)O,egc,0.8077,4.409089117979675,3.127781629562378,3.9866761627372105
*C=CC=CCC*,egc,4.3008,4.256225552027217,5.060040473937988,4.52122192464011
*C=CCC*,egc,5.2133,5.018855648556451,5.454608917236328,5.16251189629055
*C=CCCC*,egc,4.6373,5.470705374794492,5.697937488555908,5.545617751072348
*C=CCCCC(Cl)CCC*,egc,5.737,5.903122034285761,5.412686347961426,5.741438449752492
*C=CCCCC*,egc,5.7726,5.071890457531379,5.320581436157227,5.153877250064095
*C=CCCCCC*,egc,5.8026,5.144488865397394,5.6602373123168945,5.314517392971273
*C=CCCCCCCCCCC(Cl)CCCCCCCCC*,egc,5.874,5.999640973487919,6.3156561851501465,6.1038227726786065
*C=CCCCCCCCCCC*,egc,5.8787,5.726343610550573,5.458159923553467,5.637930591196257
*C=Cc1cc(CCCCCC)c(-c2sc(*)cc2CCCCCC)s1,egc,1.7165,1.7352881320399125,1.843932867050171,1.7711054077540394
*C=Cc1cc(Cl)c(*)cc1Cl,egc,3.2579,2.534172090624113,2.8082845211029053,2.624539658810471
*C=Cc1cc(OC)c(*)cc1Br,egc,1.9302,2.600813493694382,2.9554600715637207,2.717731025495792
*C=Cc1cc(OC)c(C=Cc2ccc(*)s2)cc1OC,egc,1.7107,2.83911603591396,2.802079200744629,2.8269059777209575
*C=Cc1cc(OCC)c(*)cc1OCC,egc,4.2145,2.9853219008281617,3.0125861167907715,2.994310186732399
*C=Cc1cc(OCCCCCC)c(*)cc1OC,egc,2.3505,3.361321879950398,4.164635181427002,3.626152881665265
*C=Cc1ccc(*)c(C(=O)OC)c1C(=O)OC,egc,4.11,3.2385897839397417,3.678682804107666,3.3836767321635
*C=Cc1ccc(*)c(F)c1,egc,2.259,2.588571685669726,2.8616127967834473,2.67858606839272
*C=Cc1ccc(*)c2ccc(CCCCCC)cc12,egc,2.3017,2.510965559460655,2.2653610706329346,2.429996300415207
*C=Cc1ccc(*)c2ccc(CCCCCCCCCCC)cc12,egc,2.3432,2.4431351124874596,2.3572304248809814,2.414814624791055
*C=Cc1ccc(*)c2occc12,egc,1.6799,2.8411758196941683,2.50247573852539,2.7295154231689818
*C=Cc1ccc(*)c2sccc12,egc,2.1967,2.130923602535294,2.4652483463287354,2.2411415668515016
*C=Cc1ccc(*)n1CCCCCC,egc,1.5103,2.0516022676375134,1.161452293395996,1.7581435275400676
*C=Cc1ccc(*)n1CCCCCCCCCCCC,egc,1.2671,2.1159089766118555,1.6727051734924316,1.969796486095135
*C=Cc1ccc(*)nc1,egc,1.9268,2.985594576187942,2.934833526611328,2.968860010007148
